Poupança
Sigla;Código;Município;2020;2021;2022;2023;2024;
SC;4215604;Santa Rosa de Lima;;;;;;
SC;4215653;Santa Rosa do Sul;;;;;;
SC;4215679;Santa Terezinha;;;;;;
SC;4215687;Santa Terezinha do Progresso;;;;;;
SC;4215695;Santiago do Sul;;;;;;
SC;4215703;Santo Amaro da Imperatriz;104335,902332114;93299,5771769859;91467,1557649242;80048,813767126;80899,3720678312;
SC;4215752;São Bernardino;;;;;;
SC;4215802;São Bento do Sul;311838,049821785;310482,932964895;268042,46041266;238354,107181237;234118,006298425;
SC;4215901;São Bonifácio;;;;;;
SC;4216008;São Carlos;18369,2644324649;15894,8002332947;12514,9910330706;9893,17162858205;9564,30767144821;
SC;4216057;São Cristovão do Sul;;;;;;
SC;4216107;São Domingos;19044,634041408;17971,3808028443;15026,9885632803;11937,1488540736;12275,0525028162;
SC;4216206;São Francisco do Sul;112916,845501994;107460,968735524;90061,4499733504;81184,2271967934;77689,7729195098;
SC;4216255;São João do Oeste;;;;;;
SC;4216305;São João Batista;82395,0891247772;74906,6000521934;68093,3157871814;58753,2905909662;52901,5457670054;
SC;4216354;São João do Itaperiú;;;;;;
SC;4216404;São João do Sul;4088,2773315924;3671,930888428;3145,9724484034;3453,32539738305;3246,14466632329;
SC;4216503;São Joaquim;74757,4390975404;67416,8938562941;59412,2837260629;49904,0574022714;50621,6361095983;
SC;4216602;São José;754980,506439724;689174,321554624;585040,195912559;520807,639261688;525641,679816617;
SC;4216701;São José do Cedro;58963,1967307285;52357,5205761723;45163,0469661421;40520,6361134221;39741,5668923951;
SC;4216800;São José do Cerrito;2842,8479724668;2606,0660292737;2229,3502862054;1671,41524749344;1583,90499783431;
SC;4216909;São Lourenço do Oeste;90322,0450847399;79624,0171984031;67703,7592985834;56579,3643376204;54144,0728961216;
SC;4217006;São Ludgero;43038,6309136604;39350,9385383707;35958,2976928095;34812,7570255607;36220,5205829089;
SC;4217105;São Martinho;;;;;;
SC;4217154;São Miguel da Boa Vista;;;;;;
SC;4217204;São Miguel do Oeste;178270,691899529;159864,714383189;135806,851385412;126761,079689852;127520,491509912;
SC;4217253;São Pedro de Alcântara;;;;;;
SC;4217303;Saudades;2818,4164483009;5011,7231324604;4053,465426384;3662,36862493324;3583,82063611939;
SC;4217402;Schroeder;13906,4397032885;12437,1789094647;10849,917526631;10308,9038487066;10888,1521035491;
SC;4217501;Seara;60032,0406881538;53329,1538880876;44150,0942996337;39933,6964681845;37798,7080809717;
SC;4217550;Serra Alta;;;;;;
SC;4217600;Siderópolis;121710,171478197;116892,324551872;107995,519507513;96296,7148705604;96142,6636907242;
SC;4217709;Sombrio;74725,2945216171;63646,0310717974;56341,1535243475;52260,6228990571;51105,9002652335;
SC;4217758;Sul Brasil;;;;;;
SC;4217808;Taió;50982,7322657685;44773,8699423367;38696,9094463278;35964,4841015528;36897,072350562;
SC;4217907;Tangará;26600,6753793955;25278,9033542597;21774,2021360841;18527,9764509863;17376,6654835392;
SC;4217956;Tigrinhos;;;;;;
SC;4218004;Tijucas;108381,478191204;101204,839976369;91206,2081083278;81538,6708057882;82770,6863058139;
SC;4218103;Timbé do Sul;7029,1295054218;;;;;
SC;4218202;Timbó;187421,609857814;186893,139118923;157135,415008194;140104,579338844;137073,265706106;
SC;4218251;Timbó Grande;;;;;;
SC;4218301;Três Barras;13705,2544370069;7806,1906651075;6913,7060034773;6414,24361918879;6385,36992045447;
SC;4218350;Treviso;;;;;;
SC;4218400;Treze de Maio;22443,4117234268;20201,588538159;17433,8628699832;15003,672790738;13712,6285028824;
SC;4218509;Treze Tílias;31344,7832220678;35588,3090632142;28033,11658118;22915,7299287263;21563,0452076994;
SC;4218608;Trombudo Central;23570,5531804237;23903,9582242152;18989,1472712723;16850,1976548362;16362,2829422725;
SC;4218707;Tubarão;554143,504287026;508445,203593167;433480,459589498;387235,142038455;384224,414163577;
SC;4218756;Tunápolis;5872,0382304558;5147,1548646192;3839,2798446705;3384,39799291289;3821,51106547516;
SC;4218806;Turvo;64093,3350037051;59640,4829639965;52750,6429651489;47919,4348644229;45204,7629881867;
SC;4218855;União do Oeste;2837,6885234362;;;;;
SC;4218905;Urubici;24591,6106238346;25542,0252905176;19836,6090265259;16302,4066721448;12047,7232938523;
SC;4218954;Urupema;;;;;;
SC;4219002;Urussanga;124950,294915171;114933,645938581;95299,9390782139;82102,9839550957;79236,9838979703;
SC;4219101;Vargeão;5898,6507920406;;;;;
SC;4219150;Vargem;;;;;;
SC;4219176;Vargem Bonita;;;;;;
SC;4219200;Vidal Ramos;15226,960497339;12727,0010633068;10578,4353208659;8351,79781205234;8200,83267427618;
SC;4219309;Videira;224960,453859772;207621,145406024;178568,247784625;155467,005157932;147120,663702716;
SC;4219358;Vitor Meireles;;;;;;
SC;4219408;Witmarsum;6974,2510577342;;;;;
SC;4219507;Xanxerê;150373,60006825;134288,415538121;112061,003166922;101358,360955039;100867,134394066;
SC;4219606;Xavantina;9650,6029714503;9099,2139408167;7301,6698618069;5197,65037804846;5318,09410538055;
SC;4219705;Xaxim;94355,5357906895;80982,0958413655;65878,8434679126;59026,2068546692;60450,2604670025;
SC;4219853;Zortéa;;;;;;
SC;4220000;Balneário Rincão;;;;;;
SC;4299919;São Miguel;;;;;;
SE;2800100;Amparo de São Francisco;;;;;;
SE;2800209;Aquidabã;26576,9045517812;16112,6418108476;16216,16533146;17031,3527244375;18324,6202493004;
SE;2800308;Aracaju;2548940,02915092;2277198,27858407;2042742,48151629;1896901,32217633;1920831,76442233;
SE;2800407;Arauá;;;;;;
SE;2800506;Areia Branca;7391,1410830485;7209,7822063302;7005,7285304186;7556,25201414983;8102,41604886098;
SE;2800605;Barra dos Coqueiros;15758,3309762031;13375,3076080802;13871,3090974975;13403,7129496;16527,13522125;
SE;2800670;Boquim;26078,3393453922;21446,2869594893;23757,8467624053;23757,1420134635;29798,26953923;
SE;2800704;Brejo Grande;;;;;;
SE;2801009;Campo do Brito;49010,8053055979;16326,1393204215;15751,9459858471;16114,0024559436;17740,4150642463;
SE;2801108;Canhoba;2950,7061568251;2860,195190495;3088,4500558852;3076,40166552543;3976,28376459369;
SE;2801207;Canindé de São Francisco;27053,5353714506;15385,2721865437;17398,3441522456;16891,6931928186;20191,5345925227;
SE;2801306;Capela;35855,9607012011;32649,0261567469;31214,5119269834;32649,8987021901;34071,3275840731;
SE;2801405;Carira;40823,5137957344;23136,248321566;24486,4094798656;24886,8885975654;26394,2635815933;
SE;2801504;Carmópolis;10330,1446785867;9807,8470773499;10077,1558189342;10647,4140542609;11365,0227028143;
SE;2801603;Cedro de São João;;;;;;
SE;2801702;Cristinápolis;8831,6595690262;7745,4144582847;9027,4282694407;10211,0587684568;14223,6583567243;
SE;2801900;Cumbe;;;;;;
SE;2802007;Divina Pastora;;;;;;
SE;2802106;Estância;132559,674834601;110832,811654321;105477,238525851;103961,634576945;113760,441043717;
SE;2802205;Feira Nova;;;;;;
SE;2802304;Frei Paulo;26686,3031300968;33837,4994801003;33806,1230316497;34233,4753902395;36740,6574704894;
SE;2802403;Gararu;3295,697410264;1447,7955622405;1364,2002716485;1132,8952405016;1290,27327446927;
SE;2802502;General Maynard;;;;;;
SE;2802601;Gracho Cardoso;;;;;;
SE;2802700;Ilha das Flores;;;;;;
SE;2802809;Indiaroba;5006,783271575;4150,019992769;4522,3580917489;4442,95411408835;5022,76938759472;
SE;2802908;Itabaiana;288046,240342612;280600,056172274;271241,854230641;270818,222481084;296326,846009639;
SE;2803005;Itabaianinha;60871,8261115929;49926,0714873041;51129,6686907862;53043,3508319902;72174,1483552661;
SE;2803104;Itabi;5486,2378829763;5599,9470810034;5805,361346924;6766,35261864693;7991,34332508841;
SE;2803203;Itaporanga d'Ajuda;32078,1965006772;14594,1804055104;15167,5867509459;14582,9810585854;17097,0259769762;
SE;2803302;Japaratuba;16752,2602825252;15060,8268301883;14657,635727231;14740,9821985784;16611,2728685931;
SE;2803401;Japoatã;9963,3008339278;9731,5769175202;9935,0573210513;10876,528790877;13686,0991463816;
SE;2803500;Lagarto;182426,095895235;182928,705916051;175902,397795122;173558,675386712;185374,380775146;
SE;2803609;Laranjeiras;18561,6273944717;14951,5826881131;14255,1990601045;13896,8348182544;15581,4414578097;
SE;2803708;Macambira;;;;;;
SE;2803807;Malhada dos Bois;;;;;;
SE;2803906;Malhador;10970,1205832765;9627,3950904583;10151,9473114707;10831,9913098205;12777,7001041512;
SE;2804003;Maruim;29745,7761928953;26011,0050705011;25716,3383313436;26683,1191851123;28417,0255847936;
SE;2804102;Moita Bonita;;;;;;
SE;2804201;Monte Alegre de Sergipe;;;;;;
SE;2804300;Muribeca;;;;;;
SE;2804409;Neópolis;34754,4676743194;38845,8270475911;40261,3208441555;41856,8504950442;46928,2060987695;
SE;2804458;Nossa Senhora Aparecida;9849,2341072922;9343,2620595623;10293,6130864591;10475,9817543239;10604,632653979;
SE;2804508;Nossa Senhora da Glória;98795,8910322649;90863,028344664;96020,8597956002;94311,6425830638;101789,418511525;
SE;2804607;Nossa Senhora das Dores;54846,9463936932;46849,8180186207;45913,3101460819;45591,7760041073;49830,2459069901;
SE;2804706;Nossa Senhora de Lourdes;;;;;;
SE;2804805;Nossa Senhora do Socorro;74485,585685868;63662,9534646513;65900,4870507398;69219,12844641;76155,7182960178;
SE;2804904;Pacatuba;;;;;;
SE;2805000;Pedra Mole;;;;;;
SE;2805109;Pedrinhas;;;;;;
SE;2805208;Pinhão;;;;;;
SE;2805307;Pirambu;3672,7466947104;3510,2210746398;3768,4257366906;3603,13823173836;3787,68387099535;
SE;2805406;Poço Redondo;6237,3353486026;5384,2574018866;6268,7480619322;6593,5383607004;7458,06977768156;
SE;2805505;Poço Verde;36779,6308396304;31019,4553464232;31612,8388204527;31278,8777864421;35202,6992698196;
SE;2805604;Porto da Folha;23488,6774684467;15002,4038773357;16918,2221308805;17359,5963721169;20546,275615202;
SE;2805703;Propriá;99674,0005496951;87101,9973955585;86097,3591073184;89402,9931515858;96721,5039190517;
SE;2805802;Riachão do Dantas;10459,5900145759;9754,3874199656;10021,2063675739;10485,9907283096;12838,0578368403;
SE;2805901;Riachuelo;5418,1053980735;5323,2803133076;6179,307871212;5733,67018586045;6708,11421516707;
SE;2806008;Ribeirópolis;76098,3950459596;37805,4092639331;42333,8587414619;42576,081954939;46617,1016330784;
SE;2806107;Rosário do Catete;4666,0928782772;4634,8419523888;4745,4956556858;4810,24011985158;5406,99009907157;
SE;2806206;Salgado;;;;;;
SE;2806305;Santa Luzia do Itanhy;;;;;;
SE;2806404;Santana do São Francisco;;;;;;
SE;2806503;Santa Rosa de Lima;;;;;;
SE;2806602;Santo Amaro das Brotas;4498,1176402656;4233,1428736424;4224,1078840072;4263,16055933073;4514,05568247179;
SE;2806701;São Cristóvão;89596,2498695658;79571,1237054026;73911,7122003027;68302,0889140366;71074,0564943113;
SE;2806800;São Domingos;;;;;;
SE;2806909;São Francisco;;;;;;
SE;2807006;São Miguel do Aleixo;;;;;;
SE;2807105;Simão Dias;85273,7281693115;70027,2717366615;71434,2966237083;69302,5365629574;77728,6905204345;
SE;2807204;Siriri;4729,4606433992;4440,0875634738;4714,9784095413;5064,87201604468;5114,56450621292;
SE;2807303;Telha;;;;;;
SE;2807402;Tobias Barreto;87604,9094072024;71944,7089463702;72749,1533593244;70885,4917787659;77606,8169806968;
SE;2807501;Tomar do Geru;;;;;;
SE;2807600;Umbaúba;37328,6195413989;33310,6956023111;37092,5729078412;39549,1973168005;51718,6555283749;
SP;3500105;Adamantina;179910,008278625;169456,922475639;147987,258801366;131473,1476388;133001,373843371;
SP;3500204;Adolfo;5706,1527355312;5718,2384825539;5185,7214137539;4635,61459741337;4194,77379375239;
SP;3500303;Aguaí;72748,6498081138;66174,8879137865;60749,463537585;55501,3144312452;55955,2775602066;
SP;3500402;Águas da Prata;31047,2412740998;18813,3103553206;1488,8082764043;1467,36628535317;;
SP;3500501;Águas de Lindóia;90668,3197359534;89165,9304686852;78146,2264354927;72610,5269970265;78601,8155630413;
SP;3500550;Águas de Santa Bárbara;13997,4923426095;14117,9053960862;13221,1659193282;12512,3418562308;12346,8412960198;
SP;3500600;Águas de São Pedro;18938,709397118;17754,1660332242;16893,9187679979;15303,6803377861;15628,5246646773;
SP;3500709;Agudos;83407,2936565651;84345,936180575;76116,1120081949;65180,2130615969;64433,2484579903;
SP;3500758;Alambari;;;;;;
SP;3500808;Alfredo Marcondes;;;;;;
SP;3500907;Altair;2678,5783344443;2291,856166933;2320,9589042911;2422,3953527707;;
SP;3501004;Altinópolis;57756,7901574746;53440,6532121435;44198,4472546419;39219,2895954234;36305,8044875262;
SP;3501103;Alto Alegre;15731,7891281471;;;;;
SP;3501152;Alumínio;13937,993240763;14174,1522878386;12383,0788058692;10639,2326992996;10064,1349284248;
SP;3501202;Álvares Florence;12884,9690606763;11828,5919942141;11375,1989292874;10712,3456375398;11295,0813139461;
SP;3501301;Álvares Machado;61998,2889297995;61103,208209971;53166,1094480433;49314,2720683517;48002,1428109247;
SP;3501400;Álvaro de Carvalho;;;;;;
SP;3501509;Alvinlândia;;;;;;
SP;3501608;Americana;1038555,88340254;964569,693927997;846415,056326873;755343,903453294;743062,262755576;
SP;3501707;Américo Brasiliense;80487,6344328298;72826,6807710015;68479,9849771141;63670,4034930939;62893,6004141225;
SP;3501806;Américo de Campos;20046,8458017073;17732,9171021671;15136,397449831;14210,0895367542;8318,53478290261;
SP;3501905;Amparo;365058,254179381;336856,899625848;303744,352070353;273908,084335849;281270,34311507;
SP;3502002;Analândia;11795,5580206572;10331,657153682;9382,7200178697;8775,88310973109;;
SP;3502101;Andradina;186114,543631881;163816,864898488;142826,274785997;131454,667016899;139779,181288615;
SP;3502200;Angatuba;57434,5364697903;53840,343947105;49787,2288240202;46158,1743563285;44031,7203206403;
SP;3502309;Anhembi;;;;;;
SP;3502408;Anhumas;;;;;;
SP;3502507;Aparecida;130763,806090943;114291,234610065;107955,889265975;106681,434244029;109531,657678468;
SP;3502606;Aparecida d'Oeste;9245,4065363037;8926,0875051403;8273,6249874398;6976,97446746178;6285,87794027689;
SP;3502705;Apiaí;54301,6479882396;50778,5620190935;52583,5379843721;54824,6456425886;55856,6442882275;
SP;3502754;Araçariguama;;;;;;
SP;3502804;Araçatuba;704521,038982664;631300,411706275;553097,396915662;502878,573973844;494817,994517478;
SP;3502903;Araçoiaba da Serra;62767,1159657523;59958,4441983798;55153,6135775509;50882,7126364276;35466,492064994;
SP;3503000;Aramina;7397,5179657412;6927,1581574947;6179,3297480014;5210,68902920873;4569,59598338651;
SP;3503109;Arandu;4660,8231372503;4305,3859227923;3539,4225679793;3301,69598331293;3200,53229267279;
SP;3503158;Arapeí;;;;;;
SP;3503208;Araraquara;830301,775636654;746270,331015193;654767,661926824;596157,059842674;589073,430295347;
SP;3503307;Araras;434981,047842719;393675,893618314;340776,861815355;312365,767877265;297198,710563147;
SP;3503356;Arco-Íris;;;;;;
SP;3503406;Arealva;21778,8000696784;20060,7637941335;19117,1527414222;17788,6370931905;19332,4049179407;
SP;3503505;Areias;;;;;;
SP;3503604;Areiópolis;8035,78724691;6222,7942320597;5548,9465610917;5656,38684179285;5940,55907361094;
SP;3503703;Ariranha;35434,0146585848;37931,1787731269;28710,3283484123;26232,6294944598;10556,6080193157;
SP;3503802;Artur Nogueira;134178,658963345;125441,975754226;113213,907343202;101693,79241982;83240,9669105095;
SP;3503901;Arujá;272305,294867924;260445,628890396;237586,93306648;225755,965358057;231061,24145333;
SP;3503950;Aspásia;;;;;;
SP;3504008;Assis;339977,831011276;322044,477774383;269213,048910421;239582,659674382;235571,901693292;
SP;3504107;Atibaia;524615,166917755;499408,849059839;436064,56170497;396629,594459581;385732,58937026;
SP;3504206;Auriflama;55998,8539448351;51933,6899184634;50471,2359595767;43741,2606340409;46614,3443131748;
SP;3504305;Avaí;;;;;;
SP;3504404;Avanhandava;11054,130893937;11074,3160590147;10780,0539996751;10002,9718722036;9795,73346998308;
SP;3504503;Avaré;255664,341373564;236186,711655316;202880,469016841;186189,076525556;185651,964108867;
SP;3504602;Bady Bassitt;23975,8831269342;22083,2342094796;19874,486062161;19112,7327661142;18635,5513977405;
SP;3504701;Balbinos;;;;;;
SP;3504800;Bálsamo;22399,5017883813;22763,9173027847;20781,2242909072;19582,5289825674;20421,5423408215;
SP;3504909;Bananal;40471,2089692041;38219,9534044146;35478,4294422014;28138,6889460604;28743,1298707602;
SP;3505005;Barão de Antonina;;;;;;
SP;3505104;Barbosa;3831,4489616301;3660,1442461351;3532,9627896046;2988,67431690348;;
SP;3505203;Bariri;159250,898359785;148628,042277567;136844,18048328;124062,336483564;120655,158852872;
SP;3505302;Barra Bonita;180720,714610381;167097,657687483;153815,182556272;142664,349903885;132977,424550494;
SP;3505351;Barra do Chapéu;;;;;;
SP;3505401;Barra do Turvo;6681,9498265836;6315,0652870642;5956,1287413753;6337,66760865858;6538,29482133477;
SP;3505500;Barretos;316973,859425306;302858,912204718;261602,161131273;231733,996793603;230300,772623926;
SP;3505609;Barrinha;55047,2535457079;51866,2850874618;47649,2526367182;43904,9286195993;44704,6639382482;
SP;3505708;Barueri;1330365,9974867;1176051,46925823;1040739,67052141;962183,766591364;968780,8029929;
SP;3505807;Bastos;100070,816376264;95475,9083305165;88263,6793005056;84529,3015336607;83115,4300743285;
SP;3505906;Batatais;212025,634927639;200086,802715351;182583,913181672;168257,026535502;163352,139388764;
SP;3506003;Bauru;1314456,23507193;1167393,90143899;996661,260335148;898385,552425561;881692,823352933;
SP;3506102;Bebedouro;180220,887642446;173448,845209789;154619,12043901;141928,150616359;148459,303125614;
SP;3506201;Bento de Abreu;;;;;;
SP;3506300;Bernardino de Campos;29854,4475828336;29542,4291197585;26590,7982323984;25539,708388976;23784,5154392646;
SP;3506359;Bertioga;107590,145783173;100373,734349844;93013,0506482019;80149,4759156259;53833,4411138426;
SP;3506409;Bilac;28028,4627916426;28044,8987406235;24505,5674218808;23078,6210739835;22594,1134734111;
SP;3506508;Birigui;355738,181017037;314611,450081746;283538,881560468;260834,925111666;255385,805568907;
SP;3506607;Biritiba-Mirim;68835,6913672599;66279,0711621816;57983,6309325494;53760,865065956;57128,8716917336;
SP;3506706;Boa Esperança do Sul;31246,9415562786;28408,356850133;24406,2319217782;21440,1503970731;15733,0782963921;
SP;3506805;Bocaina;23769,7484413565;23810,4809311177;22084,3253149702;19938,0233702854;17562,9421381673;
SP;3506904;Bofete;13252,5052646609;11745,9438386232;10989,5780751028;11819,3594212494;16090,6514805152;
SP;3507001;Boituva;151125,042658114;140962,484950283;124732,366427889;117730,679165656;115944,435358764;
SP;3507100;Bom Jesus dos Perdões;42281,1227917157;41161,6791088425;41423,5979120862;34086,8283845431;36224,6486847073;
SP;3507159;Bom Sucesso de Itararé;;;;;;
SP;3507209;Borá;2628,4023364153;3060,2170401791;2439,4020297934;2575,06450625444;;
SP;3507308;Boracéia;6260,3832095428;5988,3713816163;5450,1238529327;5562,09887239581;;
SP;3507407;Borborema;37247,8736627424;36662,3191090515;33558,0892438374;30816,9889865282;26099,3209495655;
SP;3507456;Borebi;;;;;;
SP;3507506;Botucatu;570175,577359373;515361,883208673;450918,475986717;406287,886378786;397529,506845684;
SP;3507605;Bragança Paulista;606259,06464401;562184,575083533;499631,903167114;454398,832820614;442340,682112779;
SP;3507704;Braúna;18369,6507183082;18358,4093542733;17789,9483083317;16277,4414780449;;
SP;3507753;Brejo Alegre;;;;;;
SP;3507803;Brodowski;81177,2675937672;72270,6997656712;65629,5732039633;59153,7313230571;59101,0644479025;
SP;3507902;Brotas;77885,7264503095;73687,8608600822;66564,7661351491;57500,2880714997;57137,2618222973;
SP;3508009;Buri;30574,637431576;28463,4306682333;25324,5097193982;23682,1483039678;23550,9783214893;
SP;3508108;Buritama;63320,6377213382;57737,6404771688;52301,8848216781;45685,7327942181;42682,721252962;
SP;3508207;Buritizal;9940,7284423111;9861,0229418757;9460,9190391235;9174,59026136034;8528,6819498388;
SP;3508306;Cabrália Paulista;5340,2191956261;4632,4361090909;4992,1135776879;4744,1923397189;4791,39873545792;
SP;3508405;Cabreúva;94745,7351529097;87629,1793479739;77616,0599457628;62212,846656428;50754,2631969599;
SP;3508504;Caçapava;254787,294669916;230436,147792225;212250,80458423;193187,4263672;185911,30974094;
SP;3508603;Cachoeira Paulista;95019,7447994946;84346,8055627041;75069,5688441668;69569,687853899;68541,2612114627;
SP;3508702;Caconde;24990,4956126883;24486,5987022452;21673,8467400595;20606,5803107445;20917,127264175;
SP;3508801;Cafelândia;63045,3066816498;59927,8239438822;54720,0173617432;49451,5274836701;47974,096928477;
SP;3508900;Caiabu;2009,0953629091;1868,3273056362;1468,0060748976;1535,34676238252;;
SP;3509007;Caieiras;205679,971202484;188149,198730148;171380,360854642;160682,87448536;151341,608401382;
SP;3509106;Caiuá;3663,5001092635;2745,1183708224;2312,9769389099;1771,25639845394;;
SP;3509205;Cajamar;192944,64885535;174929,933132907;160829,102194179;145617,038115995;143483,876920764;
SP;3509254;Cajati;43992,4957288447;37381,3848311338;35657,3990809427;32937,4645385199;31803,6880002369;
SP;3509304;Cajobi;16617,3958627582;15757,5316648882;13767,2403352398;13195,9490553669;13788,8644591876;
SP;3509403;Cajuru;71973,6828325608;63092,2446048987;57723,1194991337;55238,905954774;56364,9759075924;
SP;3509452;Campina do Monte Alegre;;;;;;
SP;3509502;Campinas;5354829,16369873;4855295,49308237;4193314,97500249;3852953,30920085;3741477,49185705;
SP;3509601;Campo Limpo Paulista;174134,218020998;161352,741728676;138721,410280448;128390,808869057;123209,697572674;
SP;3509700;Campos do Jordão;127417,544285955;124281,441103436;114858,673501111;101908,282115608;106467,132947359;
SP;3509809;Campos Novos Paulista;;;;;;
SP;3509908;Cananéia;13749,4171465319;12057,3783110391;10754,8956918627;7387,21565324692;7125,69061942022;
SP;3509957;Canas;;;;;;
SP;3510005;Cândido Mota;96161,1334493859;91171,1937507634;78814,6616723526;70633,3866578682;66553,2335609905;
SP;3510104;Cândido Rodrigues;10192,784704512;5423,769516765;5293,6776814884;4722,64524294415;4901,44731183774;
SP;3510153;Canitar;;;;;;
SP;3510203;Capão Bonito;116888,378491693;120489,747259837;111443,444591496;105613,933011217;104046,481804017;
SP;3510302;Capela do Alto;15406,5491131574;15168,4468622152;14293,327241282;12099,9704925671;;
SP;3510401;Capivari;199997,734943327;180148,844476951;160220,510914728;153549,967726286;163553,935815421;
SP;3510500;Caraguatatuba;274228,979897847;258521,548843176;231701,672871766;209641,80344542;210741,763278253;
SP;3510609;Carapicuíba;498754,705453121;451134,250653401;418599,001992358;400615,439385924;413964,315179477;
SP;3510708;Cardoso;27953,7660859673;28591,4368820764;25609,2391962179;23195,2575122555;25073,9524579974;
SP;3510807;Casa Branca;83679,2504999661;77957,645229355;70600,9615864432;64584,0903462728;65231,3350089358;
SP;3510906;Cássia dos Coqueiros;;;;;;
SP;3511003;Castilho;30833,0352197052;28388,1194345232;23870,4680367119;22706,2406312979;23371,1144051511;
SP;3511102;Catanduva;475265,840118882;428678,554662488;372002,64553931;339969,847593955;349581,446895154;
SP;3511201;Catiguá;9123,2858553768;8179,805621529;7586,163069301;7612,37259296011;;
SP;3511300;Cedral;33709,4963930981;29389,3207406044;28341,9787819249;26805,2466577236;26077,0575608584;
SP;3511409;Cerqueira César;45060,0383462568;42633,5719538349;38687,7793870387;36453,2393099879;37259,6481007958;
SP;3511508;Cerquilho;160847,266296741;153115,232822661;134166,994379045;121564,345165632;117082,14494126;
SP;3511607;Cesário Lange;42611,2409847599;42432,6162882509;41548,2032916273;40456,845258796;39996,9734960341;
SP;3511706;Charqueada;32478,8968219094;30995,0737970351;28476,7678069327;27027,741897247;27086,1145356828;
SP;3511904;Clementina;13464,8342442676;13390,0605727221;12764,5015041675;12275,1479804825;12383,6948460452;
SP;3512001;Colina;54832,0205620084;35205,5658313261;32780,3575671242;31232,9092837783;24983,2011819141;
SP;3512100;Colômbia;8966,9651567783;7814,6878686417;7935,7125980477;7641,86799260584;7430,99683525696;
SP;3512209;Conchal;75805,8357632005;67725,183392158;61878,0731016974;60925,9084816996;59917,5462616333;
SP;3512308;Conchas;44897,0684651088;41110,8375471777;36226,2126692946;32692,1547259409;18786,2783207548;
SP;3512407;Cordeirópolis;97335,913660785;96243,0809692233;85267,5886741185;72146,3853602391;61660,6845143844;
SP;3512506;Coroados;6805,3243533626;;;;;
SP;3512605;Coronel Macedo;;;;;;
SP;3512704;Corumbataí;14852,6136306573;14867,5942153325;13510,4833964213;11944,4429756384;11810,235330558;
SP;3512803;Cosmópolis;156296,364173578;143852,045358077;133705,669770206;121445,406826889;118657,953266149;
SP;3512902;Cosmorama;17193,122194069;16041,4026967012;14683,1799416085;12126,2931128775;9330,29393123242;
SP;3513009;Cotia;595084,494362448;554695,957155073;494980,569150838;475799,965391403;470980,570048292;
SP;3513108;Cravinhos;106329,638083334;98756,0980004648;87559,0948568375;77095,5940327049;78895,0762299279;
SP;3513207;Cristais Paulista;10691,3683808525;9182,7262669816;8402,6674174074;7660,52442573358;;
SP;3513306;Cruzália;5805,0086655156;5188,2484495504;5093,5509997163;3996,28034476797;;
SP;3513405;Cruzeiro;239765,980196008;212935,263331869;184449,637975294;167371,551251155;172630,245132279;
SP;3513504;Cubatão;468404,36183575;429409,465301523;385225,817122691;366892,311275859;373633,78475568;
SP;3513603;Cunha;58438,4611861655;52532,2919681169;52532,5563143493;46045,2463083364;48206,4602157791;
SP;3513702;Descalvado;119243,075144154;107868,296767446;96989,7049168517;88875,60035975;87046,5016705606;
SP;3513801;Diadema;1276498,789144;1147695,80691445;1042717,47273235;986189,767350993;1003219,72858846;
SP;3513850;Dirce Reis;;;;;;
SP;3513900;Divinolândia;36151,2788670054;34557,7269051693;31269,5123632194;28024,10909027;24160,476008116;
SP;3514007;Dobrada;;;;;;
SP;3514106;Dois Córregos;98683,8612774262;91301,9582985332;79569,2358924121;70299,9177370051;66968,2102064774;
SP;3514205;Dolcinópolis;12399,5518212094;11972,2930428204;11950,005882864;12459,5862225145;;
SP;3514304;Dourado;19910,2504836259;19450,2310737581;18781,9513237728;18404,5651475614;17723,5678396355;
SP;3514403;Dracena;202943,904352345;186953,931907966;161059,67392869;144460,282021211;137979,754319546;
SP;3514502;Duartina;59223,3892704331;53846,0695509361;50543,5089961172;48163,0765146709;46947,8224603691;
SP;3514601;Dumont;;;;;;
SP;3514700;Echaporã;9359,0685071444;8655,6717607749;7540,6304699825;6662,99197225877;7125,45033868576;
SP;3514809;Eldorado;14749,3412714065;11916,1385377247;12362,0311467854;7197,45401083525;6741,38324931783;
SP;3514908;Elias Fausto;23263,5340364712;22152,1598669849;22243,191934394;20156,7080036999;8268,43821928322;
SP;3514924;Elisiário;;;;;;
SP;3514957;Embaúba;4514,7537894617;3683,5967174005;3547,9593287398;3307,08807272973;;
SP;3515004;Embu;371020,608889661;341328,917439235;318147,446102461;294544,274527967;302340,600109604;
SP;3515103;Embu-Guaçu;122291,049870558;114323,396537287;107351,660655867;101821,276001877;74204,6387322533;
SP;3515129;Emilianópolis;;;;;;
SP;3515152;Engenheiro Coelho;23370,7579099227;20952,151003534;21023,9245174632;19516,0518959525;9653,93238539946;
SP;3515186;Espírito Santo do Pinhal;163032,229371805;148159,975467263;131669,22157484;119788,365578147;123102,871121553;
SP;3515194;Espírito Santo do Turvo;3331,4837329154;3779,9915337411;3582,698357703;3238,11773761135;2750,79017613315;
SP;3515202;Estrela d'Oeste;39733,7549929137;37840,9231685732;31273,7372087887;28267,3214340358;25210,5815982476;
SP;3515301;Estrela do Norte;;;;;;
SP;3515350;Euclides da Cunha Paulista;5840,6873347352;;;;;
